id,split,issue_type,rank,confidence,evidence_1,evidence_2,recommended_action,short_explanation
T0218,train,near_duplicate,424,medium,Accepted near pair(s) N0033 with max cosine 0.9958,Manual review category=same_spam_campaign_template; partner sample(s)=H0738; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0378,heldout,near_duplicate,425,medium,Accepted near pair(s) N0251 with max cosine 0.9943,Manual review category=same_spam_campaign_template; partner sample(s)=T4156; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0610,heldout,near_duplicate,426,medium,Accepted near pair(s) N0364 with max cosine 0.9943,Manual review category=same_spam_campaign_template; partner sample(s)=T4156; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0867,heldout,near_duplicate,427,medium,Accepted near pair(s) N0398 with max cosine 0.9855,Manual review category=same_spam_campaign_template; partner sample(s)=T2901; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2901,train,near_duplicate,428,medium,Accepted near pair(s) N0398 with max cosine 0.9855,Manual review category=same_spam_campaign_template; partner sample(s)=H0867; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0215,heldout,near_duplicate,429,medium,Accepted near pair(s) N0160 with max cosine 0.9850,Manual review category=same_spam_campaign_template; partner sample(s)=T2812; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2812,train,near_duplicate,430,medium,Accepted near pair(s) N0160 with max cosine 0.9850,Manual review category=same_spam_campaign_template; partner sample(s)=H0215; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0168,heldout,near_duplicate,431,medium,Accepted near pair(s) N0129 with max cosine 0.9829,Manual review category=same_spam_campaign_template; partner sample(s)=T1285; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1285,train,near_duplicate,432,medium,Accepted near pair(s) N0129 with max cosine 0.9829,Manual review category=same_spam_campaign_template; partner sample(s)=H0168; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0767,heldout,near_duplicate,433,medium,Accepted near pair(s) N0260 with max cosine 0.9804,Manual review category=same_spam_campaign_template; partner sample(s)=T1548; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1548,train,near_duplicate,434,medium,Accepted near pair(s) N0260 with max cosine 0.9804,Manual review category=same_spam_campaign_template; partner sample(s)=H0767; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0114,heldout,near_duplicate,435,low,Accepted near pair(s) N0094 with max cosine 0.9791,Manual review category=minor_personalization_change; partner sample(s)=T0998; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0998,train,near_duplicate,436,low,Accepted near pair(s) N0094 with max cosine 0.9791,Manual review category=minor_personalization_change; partner sample(s)=H0114; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0507,heldout,near_duplicate,437,low,Accepted near pair(s) N0327 with max cosine 0.9781,Manual review category=minor_personalization_change; partner sample(s)=T4417; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4417,train,near_duplicate,438,low,Accepted near pair(s) N0327 with max cosine 0.9781,Manual review category=minor_personalization_change; partner sample(s)=H0507; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0022,heldout,near_duplicate,439,low,Accepted near pair(s) N0016 with max cosine 0.9779,Manual review category=minor_personalization_change; partner sample(s)=T1646; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1646,train,near_duplicate,440,low,Accepted near pair(s) N0016 with max cosine 0.9779,Manual review category=minor_personalization_change; partner sample(s)=H0022; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0778,heldout,near_duplicate,441,low,Accepted near pair(s) N0087 with max cosine 0.9765,Manual review category=same_spam_campaign_template; partner sample(s)=T0484; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0484,train,near_duplicate,442,low,Accepted near pair(s) N0087 with max cosine 0.9765,Manual review category=same_spam_campaign_template; partner sample(s)=H0778; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0853,heldout,near_duplicate,443,low,Accepted near pair(s) N0093 with max cosine 0.9744,Manual review category=minor_personalization_change; partner sample(s)=T0501; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0501,train,near_duplicate,444,low,Accepted near pair(s) N0093 with max cosine 0.9744,Manual review category=minor_personalization_change; partner sample(s)=H0853; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0019,heldout,near_duplicate,445,low,Accepted near pair(s) N0012 with max cosine 0.9737,Manual review category=same_spam_campaign_template; partner sample(s)=T2655; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2655,train,near_duplicate,446,low,Accepted near pair(s) N0012 with max cosine 0.9737,Manual review category=same_spam_campaign_template; partner sample(s)=H0019; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H1003,heldout,near_duplicate,447,low,Accepted near pair(s) N0217 with max cosine 0.9716,Manual review category=same_spam_campaign_template; partner sample(s)=T1269; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1269,train,near_duplicate,448,low,Accepted near pair(s) N0217 with max cosine 0.9716,Manual review category=same_spam_campaign_template; partner sample(s)=H1003; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H1063,heldout,near_duplicate,449,low,Accepted near pair(s) N0406 with max cosine 0.9653,Manual review category=same_spam_campaign_template; partner sample(s)=T3075; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3075,train,near_duplicate,450,low,Accepted near pair(s) N0406 with max cosine 0.9653,Manual review category=same_spam_campaign_template; partner sample(s)=H1063; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0589,heldout,near_duplicate,451,low,Accepted near pair(s) N0068 with max cosine 0.9640,Manual review category=same_spam_campaign_template; partner sample(s)=T0304; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0304,train,near_duplicate,452,low,Accepted near pair(s) N0068 with max cosine 0.9640,Manual review category=same_spam_campaign_template; partner sample(s)=H0589; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0959,heldout,near_duplicate,453,low,Accepted near pair(s) N0380 with max cosine 0.9588,Manual review category=minor_personalization_change; partner sample(s)=T2628; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2628,train,near_duplicate,454,low,Accepted near pair(s) N0380 with max cosine 0.9588,Manual review category=minor_personalization_change; partner sample(s)=H0959; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0153,heldout,near_duplicate,455,low,Accepted near pair(s) N0080 with max cosine 0.9578,Manual review category=same_spam_campaign_template; partner sample(s)=T0382; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
