sample_id,split,label,uci_row_number,duplicate_type,cross_split_duplicate,exact_cluster_ids,near_pair_ids,n_exact_duplicate_clusters,n_exact_duplicate_partner_samples,n_near_reviewed_accepted_pairs,n_cross_split_exact_partner_samples,n_cross_split_near_reviewed_accepted_pairs,partner_ids,cross_split_partner_ids,review_categories,max_near_similarity,text
T2028,train,ham,2523,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T2029,train,ham,2525,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T2031,train,ham,2527,exact,False,E0183,,1,3,0,0,0,T1493|T2223|T2266,,,,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
T2035,train,ham,2534,exact,False,E0225,,1,1,0,0,0,T3977,,,,Yup ok...
T2046,train,ham,2548,exact,False,E0226,,1,1,0,0,0,T4144,,,,Company is very good.environment is terrific and food is really nice:)
T2060,train,ham,2565,exact,False,E0128,,1,1,0,0,0,T0988,,,,K..k..i'm also fine:)when will you complete the course?
T2061,train,ham,2566,exact,False,E0080,,1,1,0,0,0,T0541,,,,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
T2073,train,spam,2582,near_reviewed_accepted,False,,N0109,0,0,1,0,0,T0607,,same_spam_campaign_template,0.975623227704452,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
T2087,train,ham,2602,exact,False,E0228,,1,2,0,0,0,T2096|T4209,,,,"As usual..iam fine, happy &amp; doing well..:)"
T2088,train,ham,2603,exact,False,E0229,,1,3,0,0,0,T2161|T3132|T4155,,,,Okie
T2096,train,ham,2612,exact,False,E0228,,1,2,0,0,0,T2087|T4209,,,,"As usual..iam fine, happy &amp; doing well..:)"
T2103,train,spam,2621,near_reviewed_accepted,False,,N0296,0,0,1,0,0,T1836,,same_spam_campaign_template,0.9597643935233988,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
T2106,train,ham,2624,exact,False,E0230,,1,2,0,0,0,T2190|T2278,,,,Ok lor...
T2114,train,spam,2633,near_reviewed_accepted,False,,N0270,0,0,1,0,0,T1654,,same_spam_campaign_template,1.0000000000000002,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
T2124,train,spam,2643,near_reviewed_accepted,False,,N0083|N0331,0,0,2,0,0,T0419|T3923,,same_spam_campaign_template,1.0,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
T2126,train,ham,2645,exact,False,E0027,,1,2,0,0,0,T0155|T3043,,,,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
T2128,train,ham,2647,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T2137,train,ham,2661,exact,False,E0132,,1,9,0,0,0,T1032|T1065|T1146|T1192|T1364|T1858|T2017|T2539|T3892,,,,Ok...
T2140,train,ham,2666,exact,False,E0231,,1,1,0,0,0,T2752,,,,He remains a bro amongst bros
T2154,train,ham,2682,exact,False,E0222,,1,2,0,0,0,T1932|T2638,,,,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
T2156,train,ham,2684,exact,False,E0232,,1,1,0,0,0,T3170,,,,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
T2159,train,spam,2687,near_reviewed_accepted,False,,N0151,0,0,1,0,0,T0869,,same_spam_campaign_template,0.9506024164597738,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
T2161,train,ham,2689,exact,False,E0229,,1,3,0,0,0,T2088|T3132|T4155,,,,Okie
T2174,train,ham,2702,exact,False,E0233,,1,1,0,0,0,T3063,,,,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
T2180,train,spam,2709,exact,False,E0234,,1,1,0,0,0,T3199,,,,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
T2183,train,spam,2712,near_reviewed_accepted,False,,N0265,0,0,1,0,0,T1595,,same_spam_campaign_template,0.985372612285922,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
T2184,train,ham,2713,exact,False,E0039,,1,3,0,0,0,T0211|T1136|T1214,,,,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
T2188,train,ham,2718,exact_and_near_reviewed_accepted,False,E0235,N0341,1,2,1,0,0,T2256|T2311|T3563,,same_forwarded_or_template_ham,0.9767781249792196,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
T2189,train,spam,2720,exact,False,E0107,,1,1,0,0,0,T0850,,,,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
T2190,train,ham,2722,exact,False,E0230,,1,2,0,0,0,T2106|T2278,,,,Ok lor...
T2193,train,ham,2728,exact,False,E0236,,1,1,0,0,0,T2974,,,,No i am not having not any movies in my laptop
T2194,train,ham,2729,exact,False,E0056,,1,1,0,0,0,T0342,,,,Whatsup there. Dont u want to sleep
T2204,train,ham,2741,exact,False,E0045,,1,2,0,0,0,T0247|T0781,,,,Are you this much buzy
T2206,train,spam,2743,exact,False,E0118,,1,2,0,0,0,T0924|T1936,,,,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
T2222,train,ham,2762,exact,False,E0224,,1,2,0,0,0,T2000|T3322,,,,I dont thnk its a wrong calling between us
T2223,train,ham,2765,exact,False,E0183,,1,3,0,0,0,T1493|T2031|T2266,,,,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
T2228,train,ham,2770,exact,False,E0237,,1,1,0,0,0,T3213,,,,I am on the way to ur home
T2237,train,spam,2780,near_reviewed_accepted,False,,N0227,0,0,1,0,0,T1332,,same_spam_campaign_template,1.0000000000000009,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
T2254,train,ham,2800,exact_and_near_reviewed_accepted,False,E0148,N0283|N0344,1,1,2,0,0,T1193|T1751|T3510,,same_forwarded_or_template_ham,0.9696814079049088,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
T2256,train,ham,2802,near_reviewed_accepted,False,,N0341|N0345|N0346,0,0,3,0,0,T2188|T2311|T3563,,same_forwarded_or_template_ham,0.9767781249792196,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
T2266,train,ham,2814,exact,False,E0183,,1,3,0,0,0,T1493|T2031|T2223,,,,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
T2277,train,spam,2827,near_reviewed_accepted,False,,N0298|N0348,0,0,2,0,0,T1849|T2621,,same_spam_campaign_template,0.9999999999999998,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
T2278,train,ham,2828,exact,False,E0230,,1,2,0,0,0,T2106|T2190,,,,Ok lor...
T2280,train,ham,2830,exact,False,E0094,,1,2,0,0,0,T0721|T2596,,,,Wife.how she knew the time of murder exactly
T2281,train,spam,2831,near_reviewed_accepted,False,,N0072,0,0,1,0,0,T0346,,same_spam_campaign_template,1.0,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
T2282,train,ham,2832,exact,False,E0191,,1,2,0,0,0,T1570|T2566,,,,Howz that persons story
T2285,train,spam,2835,exact,False,E0238,,1,1,0,0,0,T2416,,,,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
T2288,train,ham,2838,exact,False,E0239,,1,1,0,0,0,T2579,,,,Nice.nice.how is it working?
T2293,train,ham,2844,exact,False,E0057,,1,2,0,0,0,T0352|T2804,,,,aathi..where are you dear..
T2297,train,ham,2850,exact,False,E0201,,1,1,0,0,0,T1728,,,,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
T2305,train,ham,2861,exact,False,E0179,,1,2,0,0,0,T1436|T3523,,,,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
T2309,train,ham,2867,exact,False,E0153,,1,1,0,0,0,T1253,,,,He says hi and to get your ass back to south tampa (preferably at a kegger)
T2311,train,ham,2871,exact_and_near_reviewed_accepted,False,E0235,N0345,1,2,1,0,0,T2188|T2256|T3563,,same_forwarded_or_template_ham,0.9767781249792196,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
T2319,train,spam,2882,exact,False,E0086,,1,1,0,0,0,T0648,,,,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
T2330,train,ham,2900,exact,False,E0215,,1,1,0,0,0,T1897,,,,If you r @ home then come down within 5 min
T2332,train,spam,2903,near_reviewed_accepted,False,,N0140|N0352,0,0,2,0,0,T0767|T2598,,same_spam_campaign_template,0.993447799114367,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
T2336,train,ham,2908,exact,False,E0242,,1,1,0,0,0,T4224,,,,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
T2338,train,spam,2911,near_reviewed_accepted,False,,N0077|N0354,0,0,2,0,0,T0350|T4223,,same_spam_campaign_template,1.0000000000000002,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
T2340,train,ham,2913,exact,False,E0064,,1,1,0,0,0,T0402,,,,"Sorry,in meeting I'll call later"
T2363,train,spam,2942,near_reviewed_accepted,False,,N0294|N0355,0,0,2,0,0,T1834|T4088,,same_spam_campaign_template,1.0,You have 1 new message. Please call 08712400200.
T2381,train,ham,2969,exact,False,E0123,,1,1,0,0,0,T0970,,,,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
T2385,train,ham,2973,exact,False,E0082,,1,1,0,0,0,T0575,,,,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
T2394,train,ham,2983,exact,False,E0146,,1,3,0,0,0,T1181|T1428|T3653,,,,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
T2402,train,spam,2991,exact,False,E0243,,1,1,0,0,0,T3907,,,,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
T2415,train,ham,3005,exact,False,E0131,,1,1,0,0,0,T1025,,,,I will see in half an hour
T2416,train,spam,3006,exact,False,E0238,,1,1,0,0,0,T2285,,,,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
T2420,train,spam,3010,exact,False,E0061,,1,2,0,0,0,T0374|T1429,,,,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
T2440,train,ham,3037,exact,False,E0205,,1,2,0,0,0,T1767|T4143,,,,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
T2443,train,ham,3041,exact,False,E0084,,1,2,0,0,0,T0620|T1334,,,,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
T2453,train,ham,3052,exact,False,E0187,,1,3,0,0,0,T1545|T3609|T4284,,,,Ok
T2458,train,spam,3057,exact,False,E0109,,1,1,0,0,0,T0859,,,,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
T2488,train,ham,3091,exact,False,E0071,,1,2,0,0,0,T0436|T4381,,,,What Today-sunday..sunday is holiday..so no work..
T2516,train,ham,3126,exact,False,E0178,,1,2,0,0,0,T1432|T3783,,,,My uncles in Atlanta. Wish you guys a great semester.
T2524,train,ham,3137,exact,False,E0113,,1,2,0,0,0,T0880|T1468,,,,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
T2535,train,ham,3151,near_reviewed_accepted,False,,N0291|N0366,0,0,2,0,0,T1821|T3367,,embedded_or_transcript_variant,0.9873667864834702,"Sorry,  in meeting I'll call you later"
T2537,train,spam,3154,exact,False,E0169,,1,1,0,0,0,T1376,,,,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
T2539,train,ham,3157,exact,False,E0132,,1,9,0,0,0,T1032|T1065|T1146|T1192|T1364|T1858|T2017|T2137|T3892,,,,Ok...
T2548,train,ham,3166,exact,False,E0052,,1,1,0,0,0,T0293,,,,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
T2549,train,ham,3169,exact,False,E0096,,1,1,0,0,0,T0745,,,,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
T2557,train,spam,3177,exact,False,E0173,,1,1,0,0,0,T1394,,,,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
T2561,train,ham,3183,near_reviewed_accepted,False,,N0231|N0373,0,0,2,0,0,T1349|T3828,,minor_personalization_change,0.9434026471974876,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
T2562,train,ham,3184,exact,False,E0244,,1,1,0,0,0,T4274,,,,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
T2566,train,ham,3189,exact,False,E0191,,1,2,0,0,0,T1570|T2282,,,,Howz that persons story
T2569,train,spam,3193,near_reviewed_accepted,False,,N0110|N0374,0,0,2,0,0,T0621|T2964,,same_spam_campaign_template,1.0000000000000009,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
T2579,train,ham,3203,exact,False,E0239,,1,1,0,0,0,T2288,,,,Nice.nice.how is it working?
T2595,train,ham,3228,exact,False,E0247,,1,1,0,0,0,T4103,,,,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
T2596,train,ham,3229,exact,False,E0094,,1,2,0,0,0,T0721|T2280,,,,Wife.how she knew the time of murder exactly
T2597,train,spam,3230,exact,False,E0005,,1,1,0,0,0,T0012,,,,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
T2598,train,spam,3231,near_reviewed_accepted,False,,N0141|N0352,0,0,2,0,0,T0767|T2332,,same_spam_campaign_template,0.9229716084206844,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
T2614,train,ham,3251,exact,False,E0184,,1,2,0,0,0,T1510|T3498,,,,"Sorry, I can't help you on this."
T2621,train,spam,3261,near_reviewed_accepted,False,,N0299|N0348,0,0,2,0,0,T1849|T2277,,same_spam_campaign_template,0.9999999999999998,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
T2631,train,spam,3273,exact,False,E0127,,1,1,0,0,0,T0986,,,,You have 1 new voicemail. Please call 08719181513.
T2638,train,ham,3281,exact,False,E0222,,1,2,0,0,0,T1932|T2154,,,,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
T2647,train,spam,3290,near_reviewed_accepted,False,,N0381,0,0,1,0,0,T3034,,same_spam_campaign_template,0.9350435975196296,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
T2656,train,ham,3301,exact,False,E0192,,1,2,0,0,0,T1575|T3661,,,,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
T2666,train,ham,3312,exact,False,E0133,,1,2,0,0,0,T1037|T3719,,,,Oh ho. Is this the first time u use these type of words
T2670,train,spam,3317,exact,False,E0063,,1,1,0,0,0,T0398,,,,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
